Grade,Mission Number,Mission Name,Topic Letter,Topic Name,Lesson Number,Lesson Name
6,8,Data Sets and Distributions,A,"Data, Variability, and Statistical Questions",1,Got Data?
6,8,Data Sets and Distributions,A,"Data, Variability, and Statistical Questions",2,Statistical Questions
6,8,Data Sets and Distributions,A,"Data, Variability, and Statistical Questions",3,Representing Data Graphically
6,8,Data Sets and Distributions,B,Dot Plots and Histograms,4,Dot Plots
6,8,Data Sets and Distributions,B,Dot Plots and Histograms,5,Using Dot Plots to Answer Statistical Questions
6,8,Data Sets and Distributions,B,Dot Plots and Histograms,6,Histograms
6,8,Data Sets and Distributions,B,Dot Plots and Histograms,7,Using Histograms to Answer Statistical Questions
6,8,Data Sets and Distributions,B,Dot Plots and Histograms,8,Describing Distributions on Histograms
6,8,Data Sets and Distributions,C,Mean and MAD,9,Interpreting the Mean as Fair Share
6,8,Data Sets and Distributions,C,Mean and MAD,10,Finding and Interpreting the Mean as the Balance Point
6,8,Data Sets and Distributions,C,Mean and MAD,11,Deviation from the Mean
6,8,Data Sets and Distributions,C,Mean and MAD,12,Using Mean and MAD to Make Comparisons
6,8,Data Sets and Distributions,D,Median and IQR,13,The Median of a Data Set
6,8,Data Sets and Distributions,D,Median and IQR,14,Comparing Mean and Median
6,8,Data Sets and Distributions,D,Median and IQR,15,Quartiles and Interquartile Range
6,8,Data Sets and Distributions,D,Median and IQR,16,Box Plots
6,8,Data Sets and Distributions,D,Median and IQR,17,Using Box Plots
7,1,Scale Drawings,A,Scaled Copies,1,What Are Scaled Copies?
7,1,Scale Drawings,A,Scaled Copies,2,Corresponding Parts and Scale Factors
7,1,Scale Drawings,A,Scaled Copies,3,Making Scaled Copies
7,1,Scale Drawings,A,Scaled Copies,4,Scaled Relationships
7,1,Scale Drawings,A,Scaled Copies,5,The Size of the Scale Factor
7,1,Scale Drawings,B,Scale Drawings,7,Scale Drawings
7,1,Scale Drawings,B,Scale Drawings,9,Creating Scale Drawings
7,1,Scale Drawings,B,Scale Drawings,10,Changing Scales in Scale Drawings
7,1,Scale Drawings,B,Scale Drawings,12,Units in Scale Drawings
7,2,Introducing Proportional Relationships,A,Representing Proportional Relationships with Tables,1,One of These Things Is Not Like the Others
7,2,Introducing Proportional Relationships,A,Representing Proportional Relationships with Tables,2,Introducing Proportional Relationships with Tables
7,2,Introducing Proportional Relationships,A,Representing Proportional Relationships with Tables,3,More About Constant of Proportionality
7,2,Introducing Proportional Relationships,B,Representing Proportional Relationships with Equations,4,Proportional Relationships and Equations
7,2,Introducing Proportional Relationships,B,Representing Proportional Relationships with Equations,5,Two Equations for Each Relationship
7,2,Introducing Proportional Relationships,B,Representing Proportional Relationships with Equations,6,Using Equations to Solve Problems
7,2,Introducing Proportional Relationships,C,Comparing Proportional and Nonproportional Relationships,7,Comparing Relationships with Tables
7,2,Introducing Proportional Relationships,C,Comparing Proportional and Nonproportional Relationships,8,Comparing Relationships with Equations
7,2,Introducing Proportional Relationships,C,Comparing Proportional and Nonproportional Relationships,9,Solving Problems about Proportional Relationships
7,2,Introducing Proportional Relationships,D,Representing Proportional Relationships with Graphs,10,Introducing Graphs of Proportional Relationships
7,2,Introducing Proportional Relationships,D,Representing Proportional Relationships with Graphs,11,Interpreting Graphs of Proportional Relationships
7,2,Introducing Proportional Relationships,D,Representing Proportional Relationships with Graphs,12,Using Graphs to Compare Relationships
7,2,Introducing Proportional Relationships,D,Representing Proportional Relationships with Graphs,13,Two Graphs for Each Relationship
7,2,Introducing Proportional Relationships,E,Let's Put It To Work,14,Four Representations
7,3,Measuring Circles,A,Circumference of a Circle,1,How Well Can You Measure?
7,3,Measuring Circles,A,Circumference of a Circle,2,Exploring Circles
7,3,Measuring Circles,A,Circumference of a Circle,3,Exploring Circumference
7,3,Measuring Circles,A,Circumference of a Circle,4,Applying Circumference
7,3,Measuring Circles,B,Area of a Circle,6,Estimating Areas
7,3,Measuring Circles,B,Area of a Circle,7,Exploring the Area of a Circle
7,3,Measuring Circles,B,Area of a Circle,8,Relating Area to Circumference
7,3,Measuring Circles,B,Area of a Circle,9,Applying Area of Circles
7,3,Measuring Circles,C,Let's Put It to Work,10,Distinguishing Circumference and Area
7,4,Proportional Relationships and Percentages,A,Proportional Relationships with Fractions,1,Relative Areas of Scaled Copies
7,4,Proportional Relationships and Percentages,A,Proportional Relationships with Fractions,2,Ratios and Rates with Fractions
7,4,Proportional Relationships and Percentages,A,Proportional Relationships with Fractions,3,Revisiting Proportional Relationships
7,4,Proportional Relationships and Percentages,A,Proportional Relationships with Fractions,4,Half as Much Again
7,4,Proportional Relationships and Percentages,A,Proportional Relationships with Fractions,5,Say It with Decimals
7,4,Proportional Relationships and Percentages,B,Percent Increase and Decrease,6,Increasing and Decreasing
7,4,Proportional Relationships and Percentages,B,Percent Increase and Decrease,7,One Hundred Percent
7,4,Proportional Relationships and Percentages,B,Percent Increase and Decrease,8,Percent Increase and Decrease with Equations
7,4,Proportional Relationships and Percentages,B,Percent Increase and Decrease,9,More and Less than 1%
7,4,Proportional Relationships and Percentages,C,Applying Percentages,10,Tax and Tip
7,4,Proportional Relationships and Percentages,C,Applying Percentages,11,Percentage Contexts
7,4,Proportional Relationships and Percentages,C,Applying Percentages,12,Find the Percentage
7,4,Proportional Relationships and Percentages,C,Applying Percentages,13,Measurement Error
7,4,Proportional Relationships and Percentages,C,Applying Percentages,14,Percent Error
7,5,Rational Number Arithmetic,A,Interpreting Negative Numbers,1,Interpreting Negative Numbers
7,5,Rational Number Arithmetic,B,Adding and Subtracting Rational Numbers,2,Changing Temperatures
7,5,Rational Number Arithmetic,B,Adding and Subtracting Rational Numbers,3,Changing Elevation
7,5,Rational Number Arithmetic,B,Adding and Subtracting Rational Numbers,4,Money and Debts
7,5,Rational Number Arithmetic,B,Adding and Subtracting Rational Numbers,5,Representing Subtraction
7,5,Rational Number Arithmetic,B,Adding and Subtracting Rational Numbers,6,Subtracting Rational Numbers
7,5,Rational Number Arithmetic,B,Adding and Subtracting Rational Numbers,7,Adding and Subtracting to Solve Problems
7,5,Rational Number Arithmetic,C,Multiplying and Dividing Rational Numbers,8,"Position, Speed, and Direction"
7,5,Rational Number Arithmetic,C,Multiplying and Dividing Rational Numbers,9,Multiplying Rational Numbers
7,5,Rational Number Arithmetic,C,Multiplying and Dividing Rational Numbers,11,Dividing Rational Numbers
7,5,Rational Number Arithmetic,D,Four Operations with Rational Numbers,13,Expressions with Rational Numbers
7,5,Rational Number Arithmetic,D,Four Operations with Rational Numbers,14,Solving Problems with Rational Numbers
7,5,Rational Number Arithmetic,E,Solving Equations Where There Are Negative Numbers,15,Solving Equations With Rational Numbers
7,5,Rational Number Arithmetic,E,Solving Equations Where There Are Negative Numbers,16,Representing Contexts with Equations
7,6,"Expressions, Equations, and Inequalities",A,Representing Situations of the Form  px+q=r and p(x+q)=r,1,Relationships between Quantities
7,6,"Expressions, Equations, and Inequalities",A,Representing Situations of the Form  px+q=r and p(x+q)=r,2,Reasoning about Contexts with Tape Diagrams (Part 1)
7,6,"Expressions, Equations, and Inequalities",A,Representing Situations of the Form  px+q=r and p(x+q)=r,3,Reasoning about Contexts with Tape Diagrams (Part 2)
7,6,"Expressions, Equations, and Inequalities",A,Representing Situations of the Form  px+q=r and p(x+q)=r,4,Reasoning about Equations and Tape Diagrams (Part 1)
7,6,"Expressions, Equations, and Inequalities",A,Representing Situations of the Form  px+q=r and p(x+q)=r,5,Reasoning about Equations and Tape Diagrams (Part 2)
7,6,"Expressions, Equations, and Inequalities",A,Representing Situations of the Form  px+q=r and p(x+q)=r,6,Distinguishing between Two Types of Situations
7,6,"Expressions, Equations, and Inequalities",B,Solving Equations of the Form  px+q=r and p(x+q)=r and Problems That Lead to Those Equations,7,Reasoning about Solving Equations (Part 1)
7,6,"Expressions, Equations, and Inequalities",B,Solving Equations of the Form  px+q=r and p(x+q)=r and Problems That Lead to Those Equations,8,Reasoning about Solving Equations (Part 2)
7,6,"Expressions, Equations, and Inequalities",B,Solving Equations of the Form  px+q=r and p(x+q)=r and Problems That Lead to Those Equations,9,Dealing with Negative Numbers
7,6,"Expressions, Equations, and Inequalities",B,Solving Equations of the Form  px+q=r and p(x+q)=r and Problems That Lead to Those Equations,10,Different Options for Solving One Equation
7,6,"Expressions, Equations, and Inequalities",B,Solving Equations of the Form  px+q=r and p(x+q)=r and Problems That Lead to Those Equations,11,Using Tape Diagrams and Equations to Solve Problems
7,6,"Expressions, Equations, and Inequalities",B,Solving Equations of the Form  px+q=r and p(x+q)=r and Problems That Lead to Those Equations,12,Solving Problems about Percent Increase or Decrease
7,6,"Expressions, Equations, and Inequalities",C,Inequalities,13,Reintroducing Inequalities
7,6,"Expressions, Equations, and Inequalities",C,Inequalities,14,Finding Solutions to Inequalities in Context
7,6,"Expressions, Equations, and Inequalities",C,Inequalities,15,Efficiently Solving Inequalities
7,6,"Expressions, Equations, and Inequalities",C,Inequalities,16,Inequalities in Context
7,6,"Expressions, Equations, and Inequalities",C,Inequalities,17,Modeling with Inequalities
7,6,"Expressions, Equations, and Inequalities",D,Writing Equivalent Expressions,18,Subtraction in Equivalent Expressions
7,6,"Expressions, Equations, and Inequalities",D,Writing Equivalent Expressions,19,Expanding and Factoring
7,6,"Expressions, Equations, and Inequalities",D,Writing Equivalent Expressions,20,Combining Like Terms (Part 1)
7,6,"Expressions, Equations, and Inequalities",D,Writing Equivalent Expressions,21,Combining Like Terms (Part 2)
7,6,"Expressions, Equations, and Inequalities",D,Writing Equivalent Expressions,22,Combining Like Terms (Part 3)
7,7,"Angles, Triangles, and Prisms",A,Angle Relationships,1,Relationships of Angles
7,7,"Angles, Triangles, and Prisms",A,Angle Relationships,2,Adjacent Angles
7,7,"Angles, Triangles, and Prisms",A,Angle Relationships,3,Nonadjacent Angles
7,7,"Angles, Triangles, and Prisms",A,Angle Relationships,4,Solving for Unknown Angles
7,7,"Angles, Triangles, and Prisms",A,Angle Relationships,5,Using Equations to Solve for Unknown Angles
7,7,"Angles, Triangles, and Prisms",B,Drawing Polygons with Given Conditions,6,Building Polygons (Part 1)
7,7,"Angles, Triangles, and Prisms",B,Drawing Polygons with Given Conditions,7,Building Polygons (Part 2)
7,7,"Angles, Triangles, and Prisms",B,Drawing Polygons with Given Conditions,8,Triangles with 3 Common Measures
7,7,"Angles, Triangles, and Prisms",C,Solid Geometry,11,Slicing Solids
7,7,"Angles, Triangles, and Prisms",C,Solid Geometry,12,Volume of Right Prisms
7,7,"Angles, Triangles, and Prisms",C,Solid Geometry,13,Decomposing Bases for Area
7,7,"Angles, Triangles, and Prisms",C,Solid Geometry,14,Surface Area of Right Prisms
7,7,"Angles, Triangles, and Prisms",C,Solid Geometry,15,Distinguishing Volume and Surface Area
7,7,"Angles, Triangles, and Prisms",C,Solid Geometry,16,Applying Volume and Surface Area
7,8,Probability and Sampling,A,Probabilities of Single Step Events,1,Mystery Bags
7,8,Probability and Sampling,A,Probabilities of Single Step Events,2,Chance Experiments
7,8,Probability and Sampling,A,Probabilities of Single Step Events,3,What Are Probabilities?
7,8,Probability and Sampling,A,Probabilities of Single Step Events,4,Estimating Probabilities Through Repeated Experiments
7,8,Probability and Sampling,A,Probabilities of Single Step Events,5,More Estimating Probabilities
7,8,Probability and Sampling,A,Probabilities of Single Step Events,6,Estimating Probabilities Using Simulation
7,8,Probability and Sampling,B,Probabilities of Multi-step Events,7,Simulating Multi-Step Experiments
7,8,Probability and Sampling,B,Probabilities of Multi-step Events,8,Keeping Track of All Possible Outcomes
7,8,Probability and Sampling,B,Probabilities of Multi-step Events,9,Multi-Step Experiments
7,8,Probability and Sampling,B,Probabilities of Multi-step Events,10,Designing Simulations
7,8,Probability and Sampling,C,Sampling,11,Comparing Groups
7,8,Probability and Sampling,C,Sampling,12,Larger Populations
7,8,Probability and Sampling,C,Sampling,13,What Makes a Good Sample?
7,8,Probability and Sampling,C,Sampling,14,Sampling in a Fair Way
7,8,Probability and Sampling,D,Using Samples,15,Estimating Population Measures of Center
7,8,Probability and Sampling,D,Using Samples,16,Estimating Population Proportions
7,8,Probability and Sampling,D,Using Samples,18,Comparing Populations Using Samples
8,1,Rigid Transformations and Congruence,A,Rigid Transformations,1,Moving in the Plane
8,1,Rigid Transformations and Congruence,A,Rigid Transformations,2,Naming the Moves
8,1,Rigid Transformations and Congruence,A,Rigid Transformations,3,Grid Moves
8,1,Rigid Transformations and Congruence,A,Rigid Transformations,4,Making the Moves
8,1,Rigid Transformations and Congruence,A,Rigid Transformations,5,Coordinate Moves
8,1,Rigid Transformations and Congruence,A,Rigid Transformations,6,Describing Transformations
8,1,Rigid Transformations and Congruence,B,Properties of Rigid Transformations,7,No Bending or Stretching
8,1,Rigid Transformations and Congruence,B,Properties of Rigid Transformations,8,Rotation Patterns
8,1,Rigid Transformations and Congruence,B,Properties of Rigid Transformations,9,Moves in Parallel
8,1,Rigid Transformations and Congruence,C,Congruence,11,What Is the Same?
8,1,Rigid Transformations and Congruence,C,Congruence,12,Congruent Polygons
8,1,Rigid Transformations and Congruence,D,Angles in a Triangle,14,Alternate Interior Angles
8,1,Rigid Transformations and Congruence,D,Angles in a Triangle,15,Adding the Angles in a Triangle
8,1,Rigid Transformations and Congruence,D,Angles in a Triangle,16,Parallel Lines and the Angles in a Triangle
8,2,"Dilations, Similarity, and Introducing Slope",A,Dilations,1,Projecting and Scaling
8,2,"Dilations, Similarity, and Introducing Slope",A,Dilations,2,Circular Grid
8,2,"Dilations, Similarity, and Introducing Slope",A,Dilations,3,Dilations with No Grid
8,2,"Dilations, Similarity, and Introducing Slope",A,Dilations,4,Dilations on a Square Grid
8,2,"Dilations, Similarity, and Introducing Slope",A,Dilations,5,More Dilations
8,2,"Dilations, Similarity, and Introducing Slope",B,Similarity,6,Similarity
8,2,"Dilations, Similarity, and Introducing Slope",B,Similarity,7,Similar Polygons
8,2,"Dilations, Similarity, and Introducing Slope",B,Similarity,8,Similar Triangles
8,2,"Dilations, Similarity, and Introducing Slope",B,Similarity,9,Side Length Quotients in Similar Triangles
8,2,"Dilations, Similarity, and Introducing Slope",C,Slope,10,Meet Slope
8,2,"Dilations, Similarity, and Introducing Slope",C,Slope,11,Writing Equations for Lines
8,2,"Dilations, Similarity, and Introducing Slope",C,Slope,12,Using Equations for Lines
8,3,Linear Relationships,A,Proportional Relationships,1,Understanding Proportional Relationships
8,3,Linear Relationships,A,Proportional Relationships,2,Graphs of Proportional Relationships
8,3,Linear Relationships,A,Proportional Relationships,3,Representing Proportional Relationships
8,3,Linear Relationships,A,Proportional Relationships,4,Comparing Proportional Relationships
8,3,Linear Relationships,B,Representing Linear Relationships,5,Introduction to Linear Relationships
8,3,Linear Relationships,B,Representing Linear Relationships,6,More Linear Relationships
8,3,Linear Relationships,B,Representing Linear Relationships,7,Representations of Linear Relationships
8,3,Linear Relationships,B,Representing Linear Relationships,8,Translating to  y=mx+b
8,3,Linear Relationships,C,Finding Slopes,9,Slopes Don't Have to Be Positive
8,3,Linear Relationships,C,Finding Slopes,10,Calculating Slope
8,3,Linear Relationships,C,Finding Slopes,11,Equations of All Kinds of Lines
8,3,Linear Relationships,D,Linear Equations,12,Solutions to Linear Equations
8,3,Linear Relationships,D,Linear Equations,13,More Solutions to Linear Equations
8,4,Linear Equations and Linear Systems,B,Linear Equations in One Variable,2,Keeping the Equation Balanced
8,4,Linear Equations and Linear Systems,B,Linear Equations in One Variable,3,Balanced Moves
8,4,Linear Equations and Linear Systems,B,Linear Equations in One Variable,4,More Balanced Moves
8,4,Linear Equations and Linear Systems,B,Linear Equations in One Variable,5,Solving Any Linear Equation
8,4,Linear Equations and Linear Systems,B,Linear Equations in One Variable,6,Strategic Solving
8,4,Linear Equations and Linear Systems,B,Linear Equations in One Variable,7,"All, Some, or No Solutions"
8,4,Linear Equations and Linear Systems,B,Linear Equations in One Variable,8,How Many Solutions?
8,4,Linear Equations and Linear Systems,B,Linear Equations in One Variable,9,When Are They the Same?
8,4,Linear Equations and Linear Systems,C,Systems of Linear Equations,10,On or Off the Line?
8,4,Linear Equations and Linear Systems,C,Systems of Linear Equations,11,On Both of the Lines
8,4,Linear Equations and Linear Systems,C,Systems of Linear Equations,12,Systems of Equations
8,4,Linear Equations and Linear Systems,C,Systems of Linear Equations,13,Solving Systems of Equations
8,4,Linear Equations and Linear Systems,C,Systems of Linear Equations,14,Solving More Systems
8,4,Linear Equations and Linear Systems,C,Systems of Linear Equations,15,Writing Systems of Equations
8,5,Functions and Volume,A,Inputs and Outputs,1,Inputs and Outputs
8,5,Functions and Volume,A,Inputs and Outputs,2,Introduction to Functions
8,5,Functions and Volume,B,Representing and Interpreting Functions,3,Equations for Functions
8,5,Functions and Volume,B,Representing and Interpreting Functions,4,"Tables, Equations, and Graphs of Functions"
8,5,Functions and Volume,B,Representing and Interpreting Functions,5,More Graphs of Functions
8,5,Functions and Volume,B,Representing and Interpreting Functions,7,Connecting Representations of Functions
8,5,Functions and Volume,C,Linear Functions and Rates of Change,8,Linear Functions
8,5,Functions and Volume,C,Linear Functions and Rates of Change,9,Linear Models
8,5,Functions and Volume,C,Linear Functions and Rates of Change,10,Piecewise Linear Functions
8,5,Functions and Volume,D,Cylinders and Cones,11,Filling Containers
8,5,Functions and Volume,D,Cylinders and Cones,13,The Volume of a Cylinder
8,5,Functions and Volume,D,Cylinders and Cones,14,Finding Cylinder Dimensions
8,5,Functions and Volume,D,Cylinders and Cones,15,The Volume of a Cone
8,5,Functions and Volume,D,Cylinders and Cones,16,Finding Cone Dimensions
8,5,Functions and Volume,E,Dimensions and Spheres,17,Scaling One Dimension
8,5,Functions and Volume,E,Dimensions and Spheres,18,Scaling Two Dimensions
8,5,Functions and Volume,E,Dimensions and Spheres,20,The Volume of a Sphere
8,5,Functions and Volume,E,Dimensions and Spheres,21,"Cylinders, Cones, and Spheres"
8,6,Associations in Data,A,Does This Predict That?,1,Organizing Data
8,6,Associations in Data,A,Does This Predict That?,2,Plotting Data
8,6,Associations in Data,B,Associations in Numerical Data,3,What a Point in a Scatter Plot Means
8,6,Associations in Data,B,Associations in Numerical Data,4,Fitting a Line to Data
8,6,Associations in Data,B,Associations in Numerical Data,5,Describing Trends in Scatter Plots
8,6,Associations in Data,B,Associations in Numerical Data,6,The Slope of a Fitted Line
8,6,Associations in Data,B,Associations in Numerical Data,7,Observing More Patterns in Scatter Plots
8,6,Associations in Data,B,Associations in Numerical Data,8,Analyzing Bivariate Data
8,6,Associations in Data,C,Associations in Categorical Data,9,Looking for Associations
8,6,Associations in Data,C,Associations in Categorical Data,10,Using Data Displays to Find Associations
8,7,Exponents and Scientific Notation,A,Exponent Review,1,Exponent Review
8,7,Exponents and Scientific Notation,B,Exponent Rules,2,Multiplying Powers of Ten
8,7,Exponents and Scientific Notation,B,Exponent Rules,3,Powers of Powers of 10
8,7,Exponents and Scientific Notation,B,Exponent Rules,4,Dividing Powers of 10
8,7,Exponents and Scientific Notation,B,Exponent Rules,5,Negative Exponents with Powers of 10
8,7,Exponents and Scientific Notation,B,Exponent Rules,6,What about Other Bases?
8,7,Exponents and Scientific Notation,B,Exponent Rules,7,Practice with Rational Bases
8,7,Exponents and Scientific Notation,B,Exponent Rules,8,Combining Bases
8,7,Exponents and Scientific Notation,C,Scientific Notation,9,Describing Large and Small Numbers Using Powers of 10
8,7,Exponents and Scientific Notation,C,Scientific Notation,10,Representing Large Numbers on the Number Line
8,7,Exponents and Scientific Notation,C,Scientific Notation,11,Representing Small Numbers on the Number Line
8,7,Exponents and Scientific Notation,C,Scientific Notation,12,Applications of Arithmetic with Powers of 10
8,7,Exponents and Scientific Notation,C,Scientific Notation,13,Definition of Scientific Notation
8,7,Exponents and Scientific Notation,C,Scientific Notation,14,"Multiplying, Dividing, and Estimating with Scientific Notation"
8,7,Exponents and Scientific Notation,C,Scientific Notation,15,Adding and Subtracting with Scientific Notation
8,8,Pythagorean Theorem and Irrational Numbers,A,The Size of Shapes,1,The Areas of Squares and Their Side Lengths
8,8,Pythagorean Theorem and Irrational Numbers,B,Side Lengths and Areas of Squares,2,Side Lengths and Areas
8,8,Pythagorean Theorem and Irrational Numbers,B,Side Lengths and Areas of Squares,3,Rational and Irrational Numbers
8,8,Pythagorean Theorem and Irrational Numbers,B,Side Lengths and Areas of Squares,4,Square Roots on the Number Line
8,8,Pythagorean Theorem and Irrational Numbers,B,Side Lengths and Areas of Squares,5,Reasoning about Square Roots
8,8,Pythagorean Theorem and Irrational Numbers,C,The Pythagorean Theorem,6,Finding Side Lengths of Triangles
8,8,Pythagorean Theorem and Irrational Numbers,C,The Pythagorean Theorem,7,A Proof of the Pythagorean Theorem
8,8,Pythagorean Theorem and Irrational Numbers,C,The Pythagorean Theorem,8,Finding Unknown Side Lengths
8,8,Pythagorean Theorem and Irrational Numbers,C,The Pythagorean Theorem,9,The Converse
8,8,Pythagorean Theorem and Irrational Numbers,C,The Pythagorean Theorem,10,Applications of the Pythagorean Theorem
8,8,Pythagorean Theorem and Irrational Numbers,C,The Pythagorean Theorem,11,Finding Distances in the Coordinate Plane
8,8,Pythagorean Theorem and Irrational Numbers,D,Side Lengths and Volumes of Cubes,12,Edge Lengths and Volumes
8,8,Pythagorean Theorem and Irrational Numbers,D,Side Lengths and Volumes of Cubes,13,Cube Roots
8,8,Pythagorean Theorem and Irrational Numbers,E,Decimal Representation of Rational and Irrational Numbers,14,Decimal Representations of Rational Numbers
8,8,Pythagorean Theorem and Irrational Numbers,E,Decimal Representation of Rational and Irrational Numbers,15,Infinite Decimal Expansions
